;�..Isolate;Collection.Year;Accession.number;Source;Continent;Country;Region;ptxA;ptxP;fim3;fim2;prn.allele;prn.expression;If.PRN.negative.state.event;Insertion.of.IS481.in.PRN;Western.Blot.prn.expression.NRC.Institut.Pasteur;Longitude;Latitude;Precision_loc;Dataset
125;BORD1417;2016;ERR6091465     ;This_study;Europe;BE;Bruxelles;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;4,3753041;50,8387951;City;EU_dataset
126;BORD1425;2016;ERR6091466     ;This_study;Europe;BE;Bruxelles;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;4,3753041;50,8387951;City;EU_dataset
127;BORD1437;2016;ERR6091467     ;This_study;Europe;BE;Bruxelles;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;4,3753041;50,8387951;City;EU_dataset
128;BORD1448;2016;ERR6091468     ;This_study;Europe;BE;Bruxelles;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;4,3753041;50,8387951;City;EU_dataset
129;BORD1470;2016;ERR6091469     ;This_study;Europe;BE;Bruxelles;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;4,3753041;50,8387951;City;EU_dataset
130;BORD1475;2016;ERR6091470     ;This_study;Europe;BE;Bruxelles;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event17;no;NA;4,3753041;50,8387951;City;EU_dataset
131;BORD1491;2016;ERR6091471     ;This_study;Europe;BE;Bruxelles;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;4,3753041;50,8387951;City;EU_dataset
132;BORD1499;2016;ERR6091472     ;This_study;Europe;BE;Bruxelles;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;NA;4,3753041;50,8387951;City;EU_dataset
133;Bp181br;2011;SRR1524955;NCBI - Instituto Oswaldo Cruz;America;BR;;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;NA;NA;NA;Country;NCBI (Instituto Oswaldo Cruz
134;Bp-102;2012;SRR5080706;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
135;Bp-114;2012;SRR5080688;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
136;Bp-127;2012;SRR5080697;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
137;Bp-139;2012;SRR5080674;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
138;Bp-149;2012;SRR5080671;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
139;Bp-15;2012;SRR5080689;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
140;Bp-156;2012;SRR5080708;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
141;Bp-157;2012;SRR5080686;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
142;Bp-167;2012;SRR5080678;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
143;Bp-17;2012;SRR5080693;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
144;Bp-171;2012;SRR5080707;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
145;Bp-176;2012;SRR5080672;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 4;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
146;Bp-180;2012;SRR5080710;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
147;Bp-182;2012;SRR5080698;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
148;Bp-187;2012;SRR5080685;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
149;Bp-195;2012;SRR5080681;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
150;Bp-197;2012;SRR5080709;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
151;Bp-203;2012;SRR5080673;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
152;Bp-205;2012;SRR5080683;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event27;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
153;Bp-210;2012;SRR5080691;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
154;Bp-228;2012;SRR5080701;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
155;Bp-247;2012;SRR5080694;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
156;Bp-34;2012;SRR5080704;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
157;Bp-69;2012;SRR5080684;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
158;Bp-88;2012;SRR5080692;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event25;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
159;Bp-89;2012;SRR5080677;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
160;Bp-91;2012;SRR5080700;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
161;Bp-94;2012;SRR5080705;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event25;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
162;Bp-500;2013;SRR5080680;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
163;Bp-501;2013;SRR5080690;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
164;Bp-502;2013;SRR5080675;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
165;Bp-503;2013;SRR5080696;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
166;Bp-504;2013;SRR5080676;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
167;Bp-505;2013;SRR5080703;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event25;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
168;Bp-506;2013;SRR5080702;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
169;Bp-507;2013;SRR5080682;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 4;prn-;event25;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
170;Bp-508;2013;SRR5080695;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event27;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
171;Bp-509;2013;SRR5080687;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;-79,3839347;43,6534817;State;Marchand-Austin
172;Bp-510;2013;SRR5080679;Marchand-Austin (2015);America;CA;Ontario;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
173;Bp-511;2013;SRR5080699;Marchand-Austin (2015);America;CA;Ontario;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event15;no;NA;-79,3839347;43,6534817;State;Marchand-Austin
174;C393;1951;SRR3205792;Bowden et. al. (2016);Asia;CN;;ptxA2;ptxP1;fim3-1;fim2-1;;Unkown;;no;NA;NA;NA;Country;Bowden_2016
175;L12030;2012;SRR8661709;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
176;L12072;2012;SRR8661710;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
177;L13030;2013;SRR8661712;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
178;L13038;2013;SRR8661713;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;Others;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
179;L13055;2013;SRR8661714;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
180;L13091;2013;SRR8661715;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
181;L13159;2013;SRR8661717;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
182;L14018;2014;SRR8661718;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
183;L14050;2014;SRR8661723;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
184;L14114;2014;SRR8661724;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
185;L14149;2014;SRR8661725;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
186;L14179;2014;SRR8661726;Xu et. al. (2019);Asia;CN;Sichuan;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;132,7653521;33,8395188;State;Xu_2019
187;L14182;2014;SRR8661719;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
188;L14184;2014;SRR8661720;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
189;L14233;2014;SRR8661721;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
190;L14238;2014;SRR8661722;Xu et. al. (2019);Asia;CN;Qinghai;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;101,7761976;36,617331;State;Xu_2019
191;L14260;2014;SRR8661729;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
192;L14280;2014;SRR8661730;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
193;L14298;2014;SRR8661690;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
194;L14302;2014;SRR8661689;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
195;L14394;2014;SRR8661692;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
196;L14401;2014;SRR8661691;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
197;L14404;2014;SRR8661694;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
198;L15022;2015;SRR8661693;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
199;L15023;2015;SRR8661696;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
200;L15048;2015;SRR8661695;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
201;L15053;2015;SRR8661698;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
202;L15080;2015;SRR8661697;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
203;L15101;2015;SRR8661733;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
204;L15108;2015;SRR8661734;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
205;L15116;2015;SRR8661731;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
206;L15121;2015;SRR8661732;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
207;L15141;2015;SRR8661687;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
208;L15189;2015;SRR8661688;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
209;L15221;2015;SRR8661735;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;;prn-;event24;IS481 insertion;NA;108,9352154;34,3430507;State;Xu_2019
210;L15249;2015;SRR8661686;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
211;L15306;2015;SRR8661727;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
212;L15316;2015;SRR8661728;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
213;L15360;2015;SRR8661706;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
214;L15466;2015;SRR8661705;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
215;L15495;2015;SRR8661704;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
216;L15497;2015;SRR8661703;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
217;L15556;2015;SRR8661702;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
218;L15581;2015;SRR8661701;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
219;L15592;2015;SRR8661700;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
220;L15690;2015;SRR8661699;Xu et. al. (2019);Asia;CN;Shannxi;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;108,9352154;34,3430507;State;Xu_2019
221;L15711;2015;SRR8661708;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
222;L15803;2015;SRR8661707;Xu et. al. (2019);Asia;CN;Gansu;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;NA;103,8318566;36,0620781;State;Xu_2019
223;257-14;2014;ERR6091740     ;This_study;Europe;CZ;Vysocina;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;15,5903065;49,396064;City;EU_dataset
224;261-14;2014;ERR6091742     ;This_study;Europe;CZ;Jihocesky;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;13,9137016;49,2662501;City;EU_dataset
225;311-14;2014;ERR6091743     ;This_study;Europe;CZ;Jihocesky;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;4,079306;48,293024;City;EU_dataset
226;316-14;2014;ERR6091744     ;This_study;Europe;CZ;Stredocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;14,4212535;50,0874654;City;EU_dataset
227;33-14;2014;ERR6091746     ;This_study;Europe;CZ;Jihocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;4,079306;48,293024;City;EU_dataset
228;333-14;2014;ERR6091747     ;This_study;Europe;CZ;Stredocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;14,4212535;50,0874654;City;EU_dataset
229;363-14;2014;ERR6091749     ;This_study;Europe;CZ;Pardubicky;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;15,7947559;49,9511458;City;EU_dataset
230;366-14;2014;ERR6091750     ;This_study;Europe;CZ;Moravskoslezsky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;18,5416556;49,8542719;City;EU_dataset
231;367-14;2014;ERR6091751     ;This_study;Europe;CZ;Moravskoslezsky;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;18,3483416;49,685635;City;EU_dataset
232;384-14;2014;ERR6091753     ;This_study;Europe;CZ;Jihocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;4,079306;48,293024;City;EU_dataset
233;411-14;2014;ERR6091754     ;This_study;Europe;CZ;Stredocesky;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;14,4212535;50,0874654;City;EU_dataset
234;418-14;2014;ERR6091755     ;This_study;Europe;CZ;Jihocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 15/ Prn 9 (Alternative assembly);prn+;;no;NA;14,3161978;48,8051149;City;EU_dataset
235;48-14;2014;ERR6091757     ;This_study;Europe;CZ;Jihocesky;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event10;no;NA;4,079306;48,293024;City;EU_dataset
236;526-14;2014;ERR6091758     ;This_study;Europe;CZ;Stredocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;14,4212535;50,0874654;City;EU_dataset
237;544-14;2014;ERR6091759     ;This_study;Europe;CZ;Moravskoslezsky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;18,0102584;49,594881;City;EU_dataset
238;614-14;2014;ERR6091760     ;This_study;Europe;CZ;Jihocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;4,079306;48,293024;City;EU_dataset
239;115-15;2015;ERR6091737     ;This_study;Europe;CZ;Moravskoslezsky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;18,2820084;49,8349139;City;EU_dataset
240;220-15;2015;ERR6091738     ;This_study;Europe;CZ;Moravskoslezsky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;18,2820084;49,8349139;City;EU_dataset
241;320-15;2015;ERR6091745     ;This_study;Europe;CZ;Stredocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;14,4212535;50,0874654;City;EU_dataset
242;233-16;2016;ERR6091739     ;This_study;Europe;CZ;Liberecky;ptxA1;ptxP1;Others;fim2-1;Prn 1;prn+;;no;NA;15,33526;50,602249;City;EU_dataset
243;260-16;2016;ERR6091741     ;This_study;Europe;CZ;Stredocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;14,4212535;50,0874654;City;EU_dataset
244;353-16;2016;ERR6091748     ;This_study;Europe;CZ;Plzensky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;13,3775249;49,7477415;City;EU_dataset
245;382-16;2016;ERR6091752     ;This_study;Europe;CZ;Stredocesky;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;14,4212535;50,0874654;City;EU_dataset
246;441-16;2016;ERR6091756     ;This_study;Europe;CZ;Stredocesky;ptxA1;ptxP1;Others;fim2-1;Prn 1;prn+;;no;NA;14,4212535;50,0874654;City;EU_dataset
247;M3054;2014;ERR6092201     ;This_study;Europe;DK;Syddanmark;ptxA1;ptxP1;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
248;H29470;2015;ERR6092196     ;This_study;Europe;DK;Hovedstaden (Copenhagen and northern Zealand);ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
249;H34190;2015;ERR6092197     ;This_study;Europe;DK;Syddanmark;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
250;H34264;2015;ERR6092198     ;This_study;Europe;DK;Nordjylland;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
251;T17341;2015;ERR6092202     ;This_study;Europe;DK;Nordjylland;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
252;T45073;2015;ERR6092206     ;This_study;Europe;DK;Syddanmark;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
253;W52350;2015;ERR6092209     ;This_study;Europe;DK;Sjaelland;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
254;F41321;2016;ERR6092194     ;This_study;Europe;DK;Syddanmark;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
255;H25309;2016;ERR6092195     ;This_study;Europe;DK;Nordjylland;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
256;M24931;2016;ERR6092199     ;This_study;Europe;DK;Syddanmark;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
257;M25776;2016;ERR6092200     ;This_study;Europe;DK;Syddanmark;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
258;T17867;2016;ERR6092203     ;This_study;Europe;DK;Nordjylland;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;NA;NA;NA;NA;NA
